slice,epoch,loss,acc,f1,lr,wall_clock,gpu_mem_gb
shard00_slice00,1,2.2601240571339924,0.145454540848732,0.10235632160294894,0.001,2.8465628623962402,0.021714210510253906
shard00_slice00,2,2.159786420186361,0.2181818187236786,0.15071550643025958,0.0009938441702975688,3.4513416290283203,0.021714210510253906
shard00_slice00,3,2.0901664117177328,0.24545453488826752,0.1857137195067706,0.0009755282581475768,4.08310604095459,0.021714210510253906
shard00_slice00,4,2.0162673606872556,0.22727271914482117,0.20570665156868637,0.0009455032620941839,4.715472459793091,0.021714210510253906
shard00_slice00,5,1.9475527009963989,0.24545453488826752,0.2371880953460473,0.0009045084971874737,5.350062608718872,0.021714210510253906
shard00_slice00,6,1.9236914386749269,0.22727271914482117,0.2164870414876129,0.0008535533905932737,5.985877752304077,0.021714210510253906
shard00_slice00,7,1.8596888046264648,0.2545454502105713,0.23810793509281353,0.0007938926261462366,6.618091344833374,0.021714210510253906
shard00_slice00,8,1.8471955010096233,0.3272727131843567,0.2844854181106472,0.0007269952498697733,7.252689838409424,0.021714210510253906
shard00_slice00,9,1.782606585820516,0.3181818127632141,0.31703940456635527,0.0006545084971874737,7.885823965072632,0.021714210510253906
shard00_slice00,10,1.7263194646835327,0.27272725105285645,0.2755583291268455,0.0005782172325201155,8.522432804107666,0.021714210510253906
shard00_slice00,11,1.7161013978322348,0.3181818127632141,0.3112100966398829,0.0005,9.159612894058228,0.021714210510253906
shard00_slice00,12,1.7064510854085286,0.3909090757369995,0.3790743510546281,0.0004217827674798847,9.797543287277222,0.021714210510253906
shard00_slice00,13,1.639556416829427,0.40909090638160706,0.3887245485862634,0.00034549150281252633,10.432729482650757,0.021714210510253906
shard00_slice00,14,1.5916922391255697,0.38181817531585693,0.3705716403148574,0.00027300475013022663,11.06778883934021,0.021714210510253906
shard00_slice00,15,1.611502840677897,0.38181817531585693,0.366964476187997,0.00020610737385376348,11.729789733886719,0.021714210510253906
shard00_slice00,16,1.5929387343724568,0.44545453786849976,0.4278607171068149,0.00014644660940672625,12.367358922958374,0.021714210510253906
shard00_slice00,17,1.5783686656951905,0.3181818127632141,0.30730015710755704,9.549150281252631e-05,13.002729654312134,0.021714210510253906
shard00_slice00,18,1.558090074221293,0.3636363446712494,0.36006100592437185,5.4496737905816096e-05,13.637861967086792,0.021714210510253906
shard00_slice00,19,1.5528533741633097,0.3999999761581421,0.38481055408954196,2.447174185242323e-05,14.275885581970215,0.021714210510253906
shard00_slice00,20,1.5793514674504598,0.34545454382896423,0.3293870793476622,6.15582970243117e-06,14.914115905761719,0.021714210510253906
shard00_slice01,1,1.80816126314799,0.38181817531585693,0.3499928419146508,0.001,0.5904288291931152,0.021714210510253906
shard00_slice01,2,1.710329124768575,0.45454543828964233,0.4182919066831796,0.0009938441702975688,1.2248201370239258,0.021714210510253906
shard00_slice01,3,1.7093054237365723,0.37272727489471436,0.34286155299580806,0.0009755282581475768,1.8634002208709717,0.021714210510253906
shard00_slice01,4,1.6503451360066732,0.3636363446712494,0.3309758351019702,0.0009455032620941839,2.5008769035339355,0.021714210510253906
shard00_slice01,5,1.5963463335037231,0.3999999761581421,0.3617424967784963,0.0009045084971874737,3.1417813301086426,0.021714210510253906
shard00_slice01,6,1.5537424545288085,0.38181817531585693,0.3519954614070036,0.0008535533905932737,3.7855746746063232,0.021714210510253906
shard00_slice01,7,1.5273892294565836,0.38181817531585693,0.3607812597270194,0.0007938926261462366,4.425702810287476,0.021714210510253906
shard00_slice01,8,1.4737666260401407,0.3909090757369995,0.3284520760261752,0.0007269952498697733,5.0688252449035645,0.021714210510253906
shard00_slice01,9,1.4754979502360026,0.38181817531585693,0.37197193013578156,0.0006545084971874737,5.708066701889038,0.021714210510253906
shard00_slice01,10,1.4156238813400268,0.4636363387107849,0.43792504085702283,0.0005782172325201155,6.345947980880737,0.021714210510253906
shard00_slice01,11,1.3965583740870158,0.49090906977653503,0.4559440554174098,0.0005,7.040166616439819,0.021714210510253906
shard00_slice01,12,1.3844918359120686,0.48181816935539246,0.48392306737872504,0.0004217827674798847,7.680702209472656,0.021714210510253906
shard00_slice01,13,1.3535203479131064,0.44545453786849976,0.4132204391651772,0.00034549150281252633,8.31527066230774,0.021714210510253906
shard00_slice01,14,1.3458385699590047,0.5272727012634277,0.5399254653002394,0.00027300475013022663,8.95651125907898,0.021714210510253906
shard00_slice01,15,1.338629745165507,0.4999999701976776,0.4464302359139025,0.00020610737385376348,9.596448183059692,0.021714210510253906
shard00_slice01,16,1.3296083450317382,0.48181816935539246,0.4628953059256367,0.00014644660940672625,10.23707890510559,0.021714210510253906
shard00_slice01,17,1.3064221881230673,0.5545454621315002,0.5365541259558106,9.549150281252631e-05,10.87891960144043,0.021714210510253906
shard00_slice01,18,1.2830660800933837,0.4727272689342499,0.43994088992052216,5.4496737905816096e-05,11.522873878479004,0.021714210510253906
shard00_slice01,19,1.3148461062113443,0.4999999701976776,0.48618799672734536,2.447174185242323e-05,12.164392709732056,0.021714210510253906
shard00_slice01,20,1.2804293985366821,0.40909090638160706,0.4117029631803641,6.15582970243117e-06,12.807284593582153,0.021714210510253906
shard00_slice02,1,1.7160044186909993,0.37272727489471436,0.37395169031438147,0.001,0.594362735748291,0.021714210510253906
shard00_slice02,2,1.5961002343495687,0.38181817531585693,0.36637266581442596,0.0009938441702975688,1.2343225479125977,0.021714210510253906
shard00_slice02,3,1.5488562332789104,0.48181816935539246,0.462458711106695,0.0009755282581475768,1.8726325035095215,0.021714210510253906
shard00_slice02,4,1.5098474810918172,0.44545453786849976,0.42988503189931554,0.0009455032620941839,2.51597261428833,0.021714210510253906
shard00_slice02,5,1.4638466981252034,0.41818180680274963,0.38519084853022567,0.0009045084971874737,3.160200357437134,0.021714210510253906
shard00_slice02,6,1.4273517100016275,0.4636363387107849,0.4529696445916097,0.0008535533905932737,3.8003947734832764,0.021714210510253906
shard00_slice02,7,1.4280575710932413,0.4727272689342499,0.4648079159340246,0.0007938926261462366,4.443611145019531,0.021714210510253906
shard00_slice02,8,1.3302647670110066,0.41818180680274963,0.4135807115150502,0.0007269952498697733,5.083275556564331,0.021714210510253906
shard00_slice02,9,1.3552421496709188,0.5090909004211426,0.4592980652731722,0.0006545084971874737,5.725236415863037,0.021714210510253906
shard00_slice02,10,1.3110655279159547,0.3909090757369995,0.3831140020319709,0.0005782172325201155,6.366365432739258,0.021714210510253906
shard00_slice02,11,1.3244172375996908,0.4636363387107849,0.4547319985644,0.0005,7.006932735443115,0.021714210510253906
shard00_slice02,12,1.2979200627009073,0.5909090638160706,0.5902100330866017,0.0004217827674798847,7.647891998291016,0.021714210510253906
shard00_slice02,13,1.3099016466140747,0.4363636374473572,0.4374691969470212,0.00034549150281252633,8.290279626846313,0.021714210510253906
shard00_slice02,14,1.251240710258484,0.4727272689342499,0.4589291844757457,0.00027300475013022663,8.932035446166992,0.021714210510253906
shard00_slice02,15,1.2572752812703452,0.48181816935539246,0.4578229897396689,0.00020610737385376348,9.571784019470215,0.021714210510253906
shard00_slice02,16,1.2256435407002766,0.5545454621315002,0.540341432231063,0.00014644660940672625,10.209869623184204,0.021714210510253906
shard00_slice02,17,1.1964959367116292,0.6454545259475708,0.588034637406988,9.549150281252631e-05,10.850281715393066,0.021714210510253906
shard00_slice02,18,1.2047374413808187,0.6727272272109985,0.6441280609318734,5.4496737905816096e-05,11.494014024734497,0.021714210510253906
shard00_slice02,19,1.1860791559219361,0.5454545021057129,0.5379775190316917,2.447174185242323e-05,12.13869023323059,0.021714210510253906
shard00_slice02,20,1.1771205418904622,0.5909090638160706,0.5768300850790917,6.15582970243117e-06,12.779658555984497,0.021714210510253906
shard01_slice00,1,2.299554183959961,0.15454545617103577,0.1209717339007182,0.001,0.6042430400848389,0.021714210510253906
shard01_slice00,2,2.168661490122477,0.22727271914482117,0.17395506012181922,0.0009938441702975688,1.2765824794769287,0.021714210510253906
shard01_slice00,3,2.0973040726979573,0.3272727131843567,0.23229567155929728,0.0009755282581475768,1.9199323654174805,0.021714210510253906
shard01_slice00,4,2.033652042388916,0.22727271914482117,0.21464899278296173,0.0009455032620941839,2.560833215713501,0.021714210510253906
shard01_slice00,5,1.9659779936472574,0.2181818187236786,0.1960552010078546,0.0009045084971874737,3.203423500061035,0.021714210510253906
shard01_slice00,6,1.9230944366455078,0.23636363446712494,0.19194465622250745,0.0008535533905932737,3.848252773284912,0.021714210510253906
shard01_slice00,7,1.8682846438090006,0.23636363446712494,0.20764752751403207,0.0007938926261462366,4.490062952041626,0.021714210510253906
shard01_slice00,8,1.8356357781092325,0.26363635063171387,0.24444728821013997,0.0007269952498697733,5.133363485336304,0.021714210510253906
shard01_slice00,9,1.7744397007624308,0.29999998211860657,0.28587838014820727,0.0006545084971874737,5.773888826370239,0.021714210510253906
shard01_slice00,10,1.7533930180867514,0.2545454502105713,0.22198953437007107,0.0005782172325201155,6.416102886199951,0.021714210510253906
